LogID,Timestamp,LogLevel,Message,LogType
5040,Thu Jun 19 21:59:11 2024,error,Can't find child 13833 in scoreboard,UNKNOWN
5041,Thu Jun 19 21:59:11 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5042,Thu Jun 19 21:59:11 2024,error,child workerEnv in error state 1,UNKNOWN
5043,Thu Jun 19 21:59:11 2024,error,Can't find child 13837 in scoreboard,UNKNOWN
5044,Thu Jun 19 21:59:11 2024,error,Can't find child 13838 in scoreboard,UNKNOWN
5045,Thu Jun 19 22:14:41 2024,error,216.212.195.149] Directory index forbidden by rule: /var/www/html/,T13
5046,Fri Jun 20 02:34:50 2024,error,211.233.62.80] File does not exist: /var/www/html/webcalendar,T14
5047,Fri Jun 20 02:37:18 2024,error,82.76.23.39] Directory index forbidden by rule: /var/www/html/,T13
5048,Fri Jun 20 05:17:29 2024,error,70.68.26.32] Directory index forbidden by rule: /var/www/html/,T13
5049,Fri Jun 20 06:38:30 2024,error,68.149.82.235] Directory index forbidden by rule: /var/www/html/,T13
5050,Fri Jun 20 07:10:15 2024,error,61.240.131.75] Directory index forbidden by rule: /var/www/html/,T13
5051,Fri Jun 20 08:19:16 2024,error,207.71.220.100] Directory index forbidden by rule: /var/www/html/,T13
5052,Fri Jun 20 09:02:31 2024,error,70.183.99.118] Directory index forbidden by rule: /var/www/html/,T13
5053,Fri Jun 20 09:33:31 2024,error,66.174.93.104] Directory index forbidden by rule: /var/www/html/,T13
5054,Fri Jun 20 10:17:30 2024,error,61.59.12.237] Directory index forbidden by rule: /var/www/html/,T13
5055,Fri Jun 20 11:23:17 2024,error,208.189.255.21] Directory index forbidden by rule: /var/www/html/,T13
5056,Fri Jun 20 11:29:47 2024,error,207.148.210.30] File does not exist: /var/www/html/phpmyadmin,T14
5057,Fri Jun 20 12:22:44 2024,error,67.114.109.185] Directory index forbidden by rule: /var/www/html/,T13
5058,Fri Jun 20 13:47:58 2024,error,71.116.25.84] Directory index forbidden by rule: /var/www/html/,T13
5059,Fri Jun 20 13:56:13 2024,error,222.182.138.135] Directory index forbidden by rule: /var/www/html/,T13
5060,Fri Jun 20 14:35:32 2024,error,24.179.1.201] Directory index forbidden by rule: /var/www/html/,T13
5061,Fri Jun 20 15:54:12 2024,error,12.166.81.198] Directory index forbidden by rule: /var/www/html/,T13
5062,Fri Jun 20 18:07:56 2024,error,24.42.205.36] Directory index forbidden by rule: /var/www/html/,T13
5063,Fri Jun 20 18:33:49 2024,error,203.186.238.159] Directory index forbidden by rule: /var/www/html/,T13
5064,Fri Jun 20 18:58:35 2024,error,66.163.5.129] Directory index forbidden by rule: /var/www/html/,T13
5065,Fri Jun 20 19:00:34 2024,error,66.14.226.101] Directory index forbidden by rule: /var/www/html/,T13
5066,Fri Jun 20 19:09:02 2024,error,221.143.127.57] Directory index forbidden by rule: /var/www/html/,T13
5067,Fri Jun 20 20:37:55 2024,error,68.238.153.223] Directory index forbidden by rule: /var/www/html/,T13
5068,Fri Jun 20 21:32:24 2024,error,220.231.23.61] Directory index forbidden by rule: /var/www/html/,T13
5069,Sat Jun 21 01:54:49 2024,error,63.40.250.140] Directory index forbidden by rule: /var/www/html/,T13
5070,Sat Jun 21 02:28:59 2024,error,207.215.188.180] Directory index forbidden by rule: /var/www/html/,T13
5071,Sat Jun 21 02:46:35 2024,error,205.246.11.130] Directory index forbidden by rule: /var/www/html/,T13
5072,Sat Jun 21 03:15:14 2024,error,222.166.160.63] Directory index forbidden by rule: /var/www/html/,T13
5073,Sat Jun 21 03:42:11 2024,error,71.105.53.186] Directory index forbidden by rule: /var/www/html/,T13
5074,Sat Jun 21 05:03:42 2024,error,4.233.2.71] Directory index forbidden by rule: /var/www/html/,T13
5075,Sat Jun 21 05:36:39 2024,error,205.162.54.194] Directory index forbidden by rule: /var/www/html/,T13
5076,Sat Jun 21 09:38:42 2024,error,220.105.129.112] Directory index forbidden by rule: /var/www/html/,T13
5077,Sat Jun 21 10:22:49 2024,error,216.105.213.20] Directory index forbidden by rule: /var/www/html/,T13
5078,Sat Jun 21 14:37:34 2024,error,218.201.121.123] Directory index forbidden by rule: /var/www/html/,T13
5079,Sat Jun 21 14:51:49 2024,error,218.7.131.30] Directory index forbidden by rule: /var/www/html/,T13
5080,Sat Jun 21 15:25:44 2024,error,64.251.55.240] Directory index forbidden by rule: /var/www/html/,T13
5081,Sat Jun 21 16:53:49 2024,error,24.130.143.77] Directory index forbidden by rule: /var/www/html/,T13
5082,Sat Jun 21 16:59:32 2024,error,211.22.156.194] Directory index forbidden by rule: /var/www/html/,T13
5083,Sat Jun 21 21:43:57 2024,error,216.127.70.36] File does not exist: /var/www/html/cacti,T14
5084,Sat Jun 21 22:02:35 2024,error,204.57.79.90] File does not exist: /var/www/html/awstats/awstats.pl,T14
5085,Sat Jun 21 22:02:36 2024,error,Can't find child 24601 in scoreboard,UNKNOWN
5086,Sat Jun 21 22:02:36 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5087,Sat Jun 21 22:02:36 2024,error,child init 1 -2,UNKNOWN
5088,Sat Jun 21 22:02:36 2024,error,204.57.79.90] File does not exist: /var/www/html/awstats/awstats.pl,T14
5089,Sat Jun 21 22:02:36 2024,error,204.57.79.90] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5090,Sat Jun 21 22:02:37 2024,error,Can't find child 24602 in scoreboard,UNKNOWN
5091,Sat Jun 21 22:02:37 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5092,Sat Jun 21 22:02:37 2024,error,child init 1 -2,UNKNOWN
5093,Sat Jun 21 22:02:37 2024,error,204.57.79.90] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5094,Sat Jun 21 22:02:37 2024,error,204.57.79.90] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5095,Sat Jun 21 22:02:38 2024,error,Can't find child 24603 in scoreboard,UNKNOWN
5096,Sat Jun 21 22:02:38 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5097,Sat Jun 21 22:02:38 2024,error,204.57.79.90] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5098,Sat Jun 21 22:02:39 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5099,Sat Jun 21 22:02:39 2024,error,child init 1 -2,UNKNOWN
5100,Sat Jun 21 22:02:40 2024,notice,Found child 24605 in scoreboard slot 10,UNKNOWN
5101,Sat Jun 21 22:02:40 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5102,Sat Jun 21 22:02:40 2024,error,child workerEnv in error state 1,UNKNOWN
5103,Sat Jun 21 22:02:40 2024,error,204.57.79.90] File does not exist: /var/www/html/blog,T14
5104,Sat Jun 21 22:02:41 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5105,Sat Jun 21 22:02:41 2024,error,child init 1 -2,UNKNOWN
5106,Sat Jun 21 22:02:41 2024,error,204.57.79.90] File does not exist: /var/www/html/blog,T14
5107,Sat Jun 21 22:02:42 2024,error,Can't find child 24607 in scoreboard,UNKNOWN
5108,Sat Jun 21 22:02:42 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5109,Sat Jun 21 22:02:42 2024,error,204.57.79.90] File does not exist: /var/www/html/blogs,T14
5110,Sat Jun 21 22:02:43 2024,error,Can't find child 24610 in scoreboard,UNKNOWN
5111,Sat Jun 21 22:02:43 2024,error,204.57.79.90] File does not exist: /var/www/html/drupal,T14
5112,Sat Jun 21 22:02:44 2024,error,204.57.79.90] File does not exist: /var/www/html/drupal,T14
5113,Sat Jun 21 22:02:44 2024,error,Can't find child 24611 in scoreboard,UNKNOWN
5114,Sat Jun 21 22:02:44 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5115,Sat Jun 21 22:02:44 2024,error,child init 1 -2,UNKNOWN
5116,Sat Jun 21 22:02:44 2024,error,204.57.79.90] File does not exist: /var/www/html/phpgroupware,T14
5117,Sat Jun 21 22:02:45 2024,error,204.57.79.90] File does not exist: /var/www/html/phpgroupware,T14
5118,Sat Jun 21 22:02:45 2024,notice,Found child 24612 in scoreboard slot 17,UNKNOWN
5119,Sat Jun 21 22:02:45 2024,error,204.57.79.90] File does not exist: /var/www/html/wordpress,T14
5120,Sat Jun 21 22:02:46 2024,error,204.57.79.90] File does not exist: /var/www/html/wordpress,T14
5121,Sat Jun 21 22:02:47 2024,notice,Found child 24613 in scoreboard slot 18,UNKNOWN
5122,Sat Jun 21 22:02:47 2024,error,204.57.79.90] File does not exist: /var/www/html/xmlrpc,T14
5123,Sat Jun 21 22:02:48 2024,error,Can't find child 24614 in scoreboard,UNKNOWN
5124,Sat Jun 21 22:02:48 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5125,Sat Jun 21 22:02:48 2024,error,child init 1 -2,UNKNOWN
5126,Sat Jun 21 22:02:48 2024,error,204.57.79.90] File does not exist: /var/www/html/xmlrpc,T14
5127,Sat Jun 21 22:02:48 2024,error,204.57.79.90] File does not exist: /var/www/html/xmlsrv,T14
5128,Sat Jun 21 22:02:49 2024,error,204.57.79.90] File does not exist: /var/www/html/xmlsrv,T14
5129,Sat Jun 21 22:50:10 2024,error,206.186.105.50] Directory index forbidden by rule: /var/www/html/,T13
5130,Sat Jun 21 23:13:33 2024,error,80.63.59.10] Directory index forbidden by rule: /var/www/html/,T13
5131,Sun Jun 22 01:13:33 2024,error,71.111.41.97] Directory index forbidden by rule: /var/www/html/,T13
5132,Sun Jun 22 02:05:30 2024,error,70.110.85.190] Directory index forbidden by rule: /var/www/html/,T13
5133,Sun Jun 22 02:40:42 2024,error,84.174.247.181] File does not exist: /var/www/html/awstats/awstats.pl,T14
5134,Sun Jun 22 02:40:43 2024,error,84.174.247.181] File does not exist: /var/www/html/awstats/awstats.pl,T14
5135,Sun Jun 22 02:40:44 2024,error,84.174.247.181] File does not exist: /var/www/html/awstats/awstats.pl,T14
5136,Sun Jun 22 02:40:46 2024,error,84.174.247.181] File does not exist: /var/www/html/awstats/awstats.pl,T14
5137,Sun Jun 22 02:40:46 2024,error,84.174.247.181] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5138,Sun Jun 22 02:40:47 2024,error,84.174.247.181] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5139,Sun Jun 22 02:40:49 2024,error,84.174.247.181] File does not exist: /var/www/html/awstats/awstats.pl,T14
5140,Sun Jun 22 02:40:49 2024,error,84.174.247.181] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5141,Sun Jun 22 02:40:53 2024,error,84.174.247.181] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5142,Sun Jun 22 02:40:55 2024,error,84.174.247.181] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5143,Sun Jun 22 02:40:56 2024,error,84.174.247.181] File does not exist: /var/www/html/blog,T14
5144,Sun Jun 22 02:40:59 2024,error,84.174.247.181] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5145,Sun Jun 22 02:41:03 2024,error,84.174.247.181] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5146,Sun Jun 22 02:41:12 2024,error,84.174.247.181] File does not exist: /var/www/html/blog,T14
5147,Sun Jun 22 02:41:28 2024,error,84.174.247.181] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5148,Sun Jun 22 03:16:29 2024,error,70.108.112.99] Directory index forbidden by rule: /var/www/html/,T13
5149,Sun Jun 22 03:50:16 2024,error,66.20.48.108] Directory index forbidden by rule: /var/www/html/,T13
5150,Sun Jun 22 09:41:52 2024,error,24.79.217.135] Directory index forbidden by rule: /var/www/html/,T13
5151,Sun Jun 22 10:23:31 2024,error,65.189.177.190] Directory index forbidden by rule: /var/www/html/,T13
5152,Sun Jun 22 11:18:07 2024,error,213.179.232.20] File does not exist: /var/www/html/awstats/awstats.pl,T14
5153,Sun Jun 22 11:18:08 2024,error,213.179.232.20] File does not exist: /var/www/html/awstats/awstats.pl,T14
5154,Sun Jun 22 11:18:09 2024,error,213.179.232.20] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5155,Sun Jun 22 11:18:10 2024,error,213.179.232.20] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5156,Sun Jun 22 11:18:10 2024,error,213.179.232.20] File does not exist: /var/www/html/awstats/awstats.pl,T14
5157,Sun Jun 22 11:18:10 2024,error,213.179.232.20] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5158,Sun Jun 22 11:18:11 2024,error,213.179.232.20] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5159,Sun Jun 22 11:18:11 2024,error,213.179.232.20] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5160,Sun Jun 22 11:18:12 2024,error,213.179.232.20] File does not exist: /var/www/html/awstats/awstats.pl,T14
5161,Sun Jun 22 11:18:13 2024,error,213.179.232.20] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5162,Sun Jun 22 11:18:14 2024,error,213.179.232.20] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5163,Sun Jun 22 11:18:14 2024,error,Can't find child 25733 in scoreboard,UNKNOWN
5164,Sun Jun 22 11:18:14 2024,error,child init 1 -2,UNKNOWN
5165,Sun Jun 22 11:18:14 2024,error,213.179.232.20] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5166,Sun Jun 22 11:18:14 2024,error,213.179.232.20] File does not exist: /var/www/html/blog,T14
5167,Sun Jun 22 11:18:15 2024,error,213.179.232.20] File does not exist: /var/www/html/blog,T14
5168,Sun Jun 22 11:18:15 2024,error,213.179.232.20] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5169,Sun Jun 22 11:18:16 2024,error,213.179.232.20] File does not exist: /var/www/html/blog,T14
5170,Sun Jun 22 11:18:17 2024,error,213.179.232.20] File does not exist: /var/www/html/blog,T14
5171,Sun Jun 22 11:18:17 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5172,Sun Jun 22 11:18:17 2024,error,213.179.232.20] File does not exist: /var/www/html/blogs,T14
5173,Sun Jun 22 11:18:18 2024,error,213.179.232.20] File does not exist: /var/www/html/blog,T14
5174,Sun Jun 22 11:18:18 2024,error,213.179.232.20] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5175,Sun Jun 22 11:18:18 2024,error,Can't find child 25735 in scoreboard,UNKNOWN
5176,Sun Jun 22 11:18:18 2024,error,child init 1 -2,UNKNOWN
5177,Sun Jun 22 11:18:18 2024,error,Can't find child 25736 in scoreboard,UNKNOWN
5178,Sun Jun 22 11:18:18 2024,error,213.179.232.20] File does not exist: /var/www/html/blogs,T14
5179,Sun Jun 22 11:18:19 2024,error,child init 1 -2,UNKNOWN
5180,Sun Jun 22 11:18:19 2024,error,Can't find child 25739 in scoreboard,UNKNOWN
5181,Sun Jun 22 11:18:19 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5182,Sun Jun 22 11:18:19 2024,error,Can't find child 25740 in scoreboard,UNKNOWN
5183,Sun Jun 22 11:18:19 2024,error,213.179.232.20] File does not exist: /var/www/html/drupal,T14
5184,Sun Jun 22 11:18:19 2024,error,213.179.232.20] File does not exist: /var/www/html/blog,T14
5185,Sun Jun 22 11:18:19 2024,error,213.179.232.20] File does not exist: /var/www/html/blogs,T14
5186,Sun Jun 22 11:18:20 2024,error,213.179.232.20] File does not exist: /var/www/html/blogs,T14
5187,Sun Jun 22 11:18:20 2024,error,213.179.232.20] File does not exist: /var/www/html/drupal,T14
5188,Sun Jun 22 11:18:20 2024,error,213.179.232.20] File does not exist: /var/www/html/blog,T14
5189,Sun Jun 22 11:18:20 2024,error,213.179.232.20] File does not exist: /var/www/html/phpgroupware,T14
5190,Sun Jun 22 11:18:21 2024,error,213.179.232.20] File does not exist: /var/www/html/phpgroupware,T14
5191,Sun Jun 22 11:18:21 2024,error,213.179.232.20] File does not exist: /var/www/html/drupal,T14
5192,Sun Jun 22 11:18:22 2024,error,213.179.232.20] File does not exist: /var/www/html/blogs,T14
5193,Sun Jun 22 11:18:22 2024,error,213.179.232.20] File does not exist: /var/www/html/blog,T14
5194,Sun Jun 22 11:18:22 2024,error,213.179.232.20] File does not exist: /var/www/html/phpgroupware,T14
5195,Sun Jun 22 11:18:23 2024,error,213.179.232.20] File does not exist: /var/www/html/phpgroupware,T14
5196,Sun Jun 22 11:18:23 2024,error,213.179.232.20] File does not exist: /var/www/html/drupal,T14
5197,Sun Jun 22 11:18:23 2024,error,213.179.232.20] File does not exist: /var/www/html/wordpress,T14
5198,Sun Jun 22 11:18:24 2024,error,213.179.232.20] File does not exist: /var/www/html/wordpress,T14
5199,Sun Jun 22 11:18:24 2024,error,213.179.232.20] File does not exist: /var/www/html/drupal,T14
5200,Sun Jun 22 11:18:24 2024,notice,Shutting down,UNKNOWN
5201,Sun Jun 22 11:18:25 2024,error,213.179.232.20] File does not exist: /var/www/html/phpgroupware,T14
5202,Sun Jun 22 11:18:25 2024,error,213.179.232.20] File does not exist: /var/www/html/wordpress,T14
5203,Sun Jun 22 11:18:26 2024,error,213.179.232.20] File does not exist: /var/www/html/blog,T14
5204,Sun Jun 22 11:18:26 2024,notice,Shutting down,UNKNOWN
5205,Sun Jun 22 11:18:26 2024,error,213.179.232.20] File does not exist: /var/www/html/drupal,T14
5206,Sun Jun 22 11:18:27 2024,error,213.179.232.20] File does not exist: /var/www/html/wordpress,T14
5207,Sun Jun 22 11:18:27 2024,error,213.179.232.20] File does not exist: /var/www/html/xmlrpc,T14
5208,Sun Jun 22 11:18:28 2024,error,213.179.232.20] File does not exist: /var/www/html/phpgroupware,T14
5209,Sun Jun 22 11:18:29 2024,error,213.179.232.20] File does not exist: /var/www/html/blogs,T14
5210,Sun Jun 22 11:18:29 2024,error,213.179.232.20] File does not exist: /var/www/html/wordpress,T14
5211,Sun Jun 22 11:18:29 2024,error,213.179.232.20] File does not exist: /var/www/html/xmlrpc,T14
5212,Sun Jun 22 11:18:30 2024,error,213.179.232.20] File does not exist: /var/www/html/xmlsrv,T14
5213,Sun Jun 22 11:18:31 2024,error,213.179.232.20] File does not exist: /var/www/html/xmlsrv,T14
5214,Sun Jun 22 11:18:31 2024,error,213.179.232.20] File does not exist: /var/www/html/phpgroupware,T14
5215,Sun Jun 22 11:18:32 2024,error,213.179.232.20] File does not exist: /var/www/html/xmlsrv,T14
5216,Sun Jun 22 11:18:33 2024,error,213.179.232.20] File does not exist: /var/www/html/wordpress,T14
5217,Sun Jun 22 11:18:33 2024,error,213.179.232.20] File does not exist: /var/www/html/drupal,T14
5218,Sun Jun 22 11:18:33 2024,error,213.179.232.20] File does not exist: /var/www/html/xmlsrv,T14
5219,Sun Jun 22 11:18:34 2024,error,213.179.232.20] File does not exist: /var/www/html/xmlrpc,T14
5220,Sun Jun 22 11:18:34 2024,error,213.179.232.20] File does not exist: /var/www/html/xmlsrv,T14
5221,Sun Jun 22 11:18:35 2024,error,213.179.232.20] File does not exist: /var/www/html/xmlsrv,T14
5222,Sun Jun 22 11:18:36 2024,notice,Shutting down,UNKNOWN
5223,Sun Jun 22 11:18:36 2024,error,213.179.232.20] File does not exist: /var/www/html/xmlrpc,T14
5224,Sun Jun 22 11:18:36 2024,error,213.179.232.20] File does not exist: /var/www/html/wordpress,T14
5225,Sun Jun 22 11:18:38 2024,notice,Shutting down,UNKNOWN
5226,Sun Jun 22 11:18:39 2024,notice,Shutting down,UNKNOWN
5227,Sun Jun 22 11:18:39 2024,error,213.179.232.20] File does not exist: /var/www/html/xmlrpc,T14
5228,Sun Jun 22 11:18:43 2024,notice,Shutting down,UNKNOWN
5229,Sun Jun 22 11:39:19 2024,error,24.231.51.232] Directory index forbidden by rule: /var/www/html/,T13
5230,Sun Jun 22 11:53:09 2024,error,216.143.234.135] Directory index forbidden by rule: /var/www/html/,T13
5231,Sun Jun 22 11:58:00 2024,error,68.40.166.58] Directory index forbidden by rule: /var/www/html/,T13
5232,Sun Jun 22 15:34:47 2024,error,61.220.136.74] Directory index forbidden by rule: /var/www/html/,T13
5233,Sun Jun 22 18:51:56 2024,error,61.149.115.89] Directory index forbidden by rule: /var/www/html/,T13
5234,Sun Jun 22 19:29:46 2024,error,218.28.128.84] Directory index forbidden by rule: /var/www/html/,T13
5235,Sun Jun 22 20:01:12 2024,error,83.17.164.130] File does not exist: /var/www/html/sumthin,T14
5236,Sun Jun 22 20:01:16 2024,error,83.17.164.130] File does not exist: /var/www/html/sumthin,T14
5237,Sun Jun 22 20:01:22 2024,error,83.17.164.130] File does not exist: /var/www/html/sumthin,T14
5238,Sun Jun 22 22:37:00 2024,error,85.214.16.149] File does not exist: /var/www/html/awstats/awstats.pl,T14
5239,Sun Jun 22 22:37:01 2024,error,85.214.16.149] File does not exist: /var/www/html/awstats/awstats.pl,T14
5240,Sun Jun 22 22:37:01 2024,error,85.214.16.149] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5241,Sun Jun 22 22:37:02 2024,error,85.214.16.149] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5242,Sun Jun 22 22:37:02 2024,error,85.214.16.149] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5243,Sun Jun 22 22:37:03 2024,error,85.214.16.149] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5244,Sun Jun 22 22:37:04 2024,error,85.214.16.149] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5245,Sun Jun 22 22:37:06 2024,error,85.214.16.149] File does not exist: /var/www/html/blog,T14
5246,Sun Jun 22 22:37:07 2024,error,85.214.16.149] File does not exist: /var/www/html/blog,T14
5247,Sun Jun 22 22:37:08 2024,error,85.214.16.149] File does not exist: /var/www/html/blog,T14
5248,Sun Jun 22 22:37:08 2024,error,85.214.16.149] File does not exist: /var/www/html/blogs,T14
5249,Sun Jun 22 22:37:09 2024,error,85.214.16.149] File does not exist: /var/www/html/blogs,T14
5250,Sun Jun 22 22:37:09 2024,error,85.214.16.149] File does not exist: /var/www/html/drupal,T14
5251,Sun Jun 22 22:37:10 2024,error,85.214.16.149] File does not exist: /var/www/html/drupal,T14
5252,Sun Jun 22 22:37:10 2024,error,85.214.16.149] File does not exist: /var/www/html/phpgroupware,T14
5253,Sun Jun 22 22:37:11 2024,error,85.214.16.149] File does not exist: /var/www/html/phpgroupware,T14
5254,Sun Jun 22 22:37:11 2024,error,85.214.16.149] File does not exist: /var/www/html/wordpress,T14
5255,Sun Jun 22 22:37:12 2024,error,85.214.16.149] File does not exist: /var/www/html/phpgroupware,T14
5256,Sun Jun 22 22:37:12 2024,error,85.214.16.149] File does not exist: /var/www/html/wordpress,T14
5257,Sun Jun 22 22:37:14 2024,error,85.214.16.149] File does not exist: /var/www/html/xmlrpc,T14
5258,Sun Jun 22 22:37:15 2024,error,85.214.16.149] File does not exist: /var/www/html/xmlrpc,T14
5259,Sun Jun 22 22:37:15 2024,error,85.214.16.149] File does not exist: /var/www/html/xmlsrv,T14
5260,Sun Jun 22 22:37:16 2024,error,85.214.16.149] File does not exist: /var/www/html/xmlsrv,T14
5261,Sun Jun 22 22:40:08 2024,error,219.236.211.74] File does not exist: /var/www/html/d,T14
5262,Sun Jun 22 22:40:11 2024,error,219.236.211.74] File does not exist: /var/www/html/scripts/..%5c..,T14
5263,Sun Jun 22 22:40:29 2024,error,219.236.211.74] File does not exist: /var/www/html/_mem_bin,T14
5264,Sun Jun 22 22:40:35 2024,error,219.236.211.74] File does not exist: /var/www/html/msadc,T14
5265,Sun Jun 22 22:40:39 2024,error,219.236.211.74] File does not exist: /var/www/html/scripts/..\xc1\x1c..,T14
5266,Sun Jun 22 22:40:45 2024,error,219.236.211.74] File does not exist: /var/www/html/scripts/..\xc0\xaf..,T14
5267,Sun Jun 22 22:40:49 2024,error,219.236.211.74] File does not exist: /var/www/html/scripts/..\xc1\x9c..,T14
5268,Sun Jun 22 22:41:05 2024,error,219.236.211.74] File does not exist: /var/www/html/scripts/..%5c..,T14
5269,Sun Jun 22 22:41:09 2024,error,219.236.211.74] File does not exist: /var/www/html/scripts/..%2f..,T14
5270,Sun Jun 22 22:41:23 2024,error,61.236.71.226] Directory index forbidden by rule: /var/www/html/,T13
5271,Sun Jun 22 23:13:37 2024,error,71.14.22.254] Directory index forbidden by rule: /var/www/html/,T13
5272,Mon Jun 23 00:10:56 2024,error,24.72.50.113] File does not exist: /var/www/html/awstats/awstats.pl,T14
5273,Mon Jun 23 00:10:57 2024,error,24.72.50.113] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5274,Mon Jun 23 00:10:58 2024,error,Can't find child 27561 in scoreboard,UNKNOWN
5275,Mon Jun 23 00:10:58 2024,notice,ok /etc/httpd/conf/workers2.properties,UNKNOWN
5276,Mon Jun 23 00:10:58 2024,error,24.72.50.113] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5277,Mon Jun 23 00:11:01 2024,error,24.72.50.113] File does not exist: /var/www/html/blog,T14
5278,Mon Jun 23 00:11:02 2024,error,24.72.50.113] File does not exist: /var/www/html/blog,T14
5279,Mon Jun 23 00:11:03 2024,error,24.72.50.113] File does not exist: /var/www/html/blog,T14
5280,Mon Jun 23 00:11:04 2024,error,24.72.50.113] File does not exist: /var/www/html/blogs,T14
5281,Mon Jun 23 00:11:05 2024,error,24.72.50.113] File does not exist: /var/www/html/drupal,T14
5282,Mon Jun 23 00:11:06 2024,error,24.72.50.113] File does not exist: /var/www/html/phpgroupware,T14
5283,Mon Jun 23 00:11:07 2024,error,24.72.50.113] File does not exist: /var/www/html/wordpress,T14
5284,Mon Jun 23 00:11:09 2024,error,24.72.50.113] File does not exist: /var/www/html/xmlrpc,T14
5285,Mon Jun 23 00:11:10 2024,error,24.72.50.113] File does not exist: /var/www/html/xmlsrv,T14
5286,Mon Jun 23 00:11:11 2024,error,24.72.50.113] File does not exist: /var/www/html/xmlsrv,T14
5287,Mon Jun 23 00:11:11 2024,notice,Shutting down,UNKNOWN
5288,Mon Jun 23 04:31:00 2024,error,142.46.151.252] Directory index forbidden by rule: /var/www/html/,T13
5289,Mon Jun 23 09:54:19 2024,error,222.166.160.81] Directory index forbidden by rule: /var/www/html/,T13
5290,Mon Jun 23 13:51:10 2024,error,24.85.61.121] Directory index forbidden by rule: /var/www/html/,T13
5291,Mon Jun 23 16:22:58 2024,error,216.138.114.25] File does not exist: /var/www/html/awstats/awstats.pl,T14
5292,Mon Jun 23 16:22:59 2024,error,216.138.114.25] File does not exist: /var/www/html/awstats/awstats.pl,T14
5293,Mon Jun 23 16:22:59 2024,error,216.138.114.25] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5294,Mon Jun 23 16:23:00 2024,error,216.138.114.25] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5295,Mon Jun 23 16:23:00 2024,error,216.138.114.25] File does not exist: /var/www/html/awstats/awstats.pl,T14
5296,Mon Jun 23 16:23:00 2024,error,216.138.114.25] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5297,Mon Jun 23 16:23:01 2024,error,216.138.114.25] File does not exist: /var/www/html/awstats/awstats.pl,T14
5298,Mon Jun 23 16:23:01 2024,error,216.138.114.25] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5299,Mon Jun 23 16:23:02 2024,error,216.138.114.25] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
5300,Mon Jun 23 16:23:02 2024,error,216.138.114.25] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5301,Mon Jun 23 16:23:03 2024,error,216.138.114.25] script not found or unable to stat: /var/www/cgi-bin/awstats,T36
5302,Mon Jun 23 16:23:03 2024,error,216.138.114.25] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,T36
